,City,Country,Date,Humidity,Cloudiness,Lat,Long,Temp,WindSpeed
365,Mount Abu,IN,1624782605,38,37,24.6,72.7,87.4,6.46
366,Hambantota,LK,1624782306,55,20,6.1241,81.1185,91.74,19.57
367,Lehututu,BW,1624782606,20,3,-23.9667,21.8667,69.51,12.44
368,Bānda,IN,1624782606,32,40,25.4833,80.3333,101.53,6.58
369,Zhangjiakou,CN,1624782607,25,60,40.81,114.8794,88.9,5.68
370,Rørvik,NO,1624782607,86,93,64.8621,11.2373,52.75,15.9
371,Khandyga,RU,1624782295,33,52,62.6667,135.6,83.28,2.95
372,Camopi,GF,1624782608,100,33,3.1655,-52.3158,68.99,0.6
373,Wynyard,AU,1624782608,84,5,-41.0,145.7167,47.95,5.46
374,Vao,NC,1624782609,76,100,-22.6667,167.4833,72.97,17.43
375,Lelydorp,SR,1624782609,90,33,5.7,-55.2333,77.95,2.48
376,Caravelas,BR,1624782610,62,100,-17.7125,-39.2481,70.0,1.81
377,Bilibino,RU,1624782228,37,100,68.0546,166.4372,74.05,5.06
378,Seidu,SL,1624782611,92,99,9.0167,-10.6,70.88,1.45
379,Thoen,TH,1624782611,58,100,17.6129,99.2161,95.56,1.25
380,Camaná,PE,1624782612,86,98,-16.6228,-72.7111,60.35,8.52
381,Nabire,ID,1624782612,79,44,-3.3667,135.4833,79.32,1.5
382,Ribeira,ES,1624782273,82,75,42.7461,-8.4439,61.52,4.61
383,Yeppoon,AU,1624782613,76,97,-23.1333,150.7333,62.38,8.39
384,Enugu,NG,1624782613,95,100,6.4402,7.4943,70.59,1.48
385,Bosaso,SO,1624782614,32,0,11.2842,49.1816,100.38,27.63
386,Tezu,IN,1624782358,97,100,27.9167,96.1667,77.97,3.11
387,Ōhara,JP,1624782614,89,100,35.25,140.3833,77.95,13.22
388,Phalombe,MW,1624782615,31,19,-15.8064,35.6507,78.89,2.77
389,Aksu,CN,1624782615,14,0,41.1231,80.2644,91.76,1.39
390,Isāgarh,IN,1624782616,24,72,24.8333,77.8833,100.85,5.97
391,Anadyr,RU,1624782270,81,0,64.75,177.4833,46.9,13.42
392,Pemangkat,ID,1624782617,83,98,1.1667,108.9667,78.84,5.46
393,Jasper,US,1624782617,92,40,37.2001,-94.3502,72.0,3.44
394,Sinjār,IQ,1624782618,10,2,36.3209,41.8754,103.12,2.91
395,Ma’anshan,CN,1624782618,96,100,31.6957,118.4983,80.65,4.32
396,Chizhou,CN,1624782618,96,100,30.6578,117.4831,77.65,2.48
397,Rincon,US,1624782619,94,1,32.296,-81.2354,78.66,3.44
398,Quelimane,MZ,1624782619,41,0,-17.8786,36.8883,83.03,5.99
399,Harindānga,IN,1624782620,65,93,22.0383,88.3214,87.78,15.43
400,Ambulu,ID,1624782620,83,66,-8.345,113.6058,82.13,5.91
401,Fuxin,CN,1624782621,78,78,42.0156,121.6589,73.89,7.4
402,Kirkwood,US,1624782621,94,64,38.5834,-90.4068,73.58,3.0
403,Coquimbo,CL,1624782622,93,0,-29.9533,-71.3436,47.93,4.61
404,Kristinestad,FI,1624782227,76,0,62.2743,21.376,59.94,5.61
405,Evanston,US,1624782592,90,75,42.0411,-87.6901,75.81,8.01
406,Cap,FR,1624782622,94,100,49.2718,-1.2104,63.28,8.97
407,Najrān,SA,1624782623,10,100,17.4924,44.1277,97.45,12.86
408,Bouna,CI,1624782623,54,44,9.2667,-3.0,83.34,4.16
409,Port,CD,1624782244,42,2,-7.0349,29.7638,78.84,5.5
410,Zhigansk,RU,1624782624,49,100,66.7697,123.3711,74.43,8.28
411,Sven’,RU,1624782625,50,76,53.1822,34.5511,69.91,7.61
412,Leningradskiy,RU,1624782554,62,73,69.3833,178.4167,47.25,6.98
413,Kingston,JM,1624782625,83,20,17.997,-76.7936,79.75,1.01
414,Bonfim,BR,1624782626,90,1,3.0833,-59.95,72.14,2.39
415,Yueyang,CN,1624782626,74,100,29.3333,113.0919,88.14,4.61
416,Al Bardīyah,LY,1624782627,56,0,31.7561,25.0865,86.85,13.82
417,Salalah,OM,1624782627,74,40,17.0151,54.0924,86.09,14.97
418,Sola,VU,1624782628,76,100,-13.8833,167.55,79.7,19.46
419,Kenscoff,HT,1624782628,74,72,18.4506,-72.2869,64.54,4.61
420,Taunggyi,MM,1624782629,73,98,20.7833,97.0333,74.53,7.02
421,Karoi,ZW,1624782629,26,5,-16.8099,29.6925,75.74,5.55
422,Mitsamiouli,KM,1624782629,63,16,-11.3847,43.2844,79.34,5.3
423,Turukhansk,RU,1624782630,88,100,65.8167,87.9833,47.91,5.55
424,Sistranda,NO,1624782275,89,99,63.7256,8.834,52.9,20.65
425,Tahe,CN,1624782630,67,100,52.3333,124.7333,73.78,0.16
426,Oytal,KZ,1624782631,20,0,42.9057,73.2697,89.44,8.79
427,Brigantine,US,1624782632,97,1,39.4101,-74.3646,74.01,8.05
428,Āreka,ET,1624782632,67,90,7.0667,37.7,70.83,4.5
429,Guerrero,MX,1624782343,95,100,17.6667,-100.0,63.21,2.53
430,Tūkrah,LY,1624782633,34,0,32.5341,20.5791,91.27,10.33
431,Mananara,MG,1624782633,66,26,-16.1667,49.7667,76.46,6.89
432,Babstovo,RU,1624782633,60,67,48.1167,132.4833,80.64,1.32
433,Itarema,BR,1624782634,92,76,-2.9248,-39.9167,72.14,8.9
434,Trairi,BR,1624782339,92,77,-3.2778,-39.2689,71.64,6.42
435,Amarillo,US,1624782634,88,1,35.222,-101.8313,67.57,5.01
436,Kamenka,RU,1624782391,46,42,51.3223,42.7678,87.84,8.84
437,Broome,US,1624782635,88,1,42.2506,-75.833,73.63,1.01
438,Pitimbu,BR,1624782635,82,89,-7.4706,-34.8086,70.39,12.37
439,Katherine,AU,1624782252,36,96,-14.4667,132.2667,80.92,11.5
440,Erzin,TR,1624782636,40,0,36.9559,36.2,90.12,6.11
441,Requena,ES,1624782636,31,34,39.4883,-1.1004,74.79,8.81
442,Wakkanai,JP,1624782637,60,20,45.4094,141.6739,71.58,6.91
443,Russell,US,1624782399,89,1,32.3502,-85.1999,74.91,3.44
444,Worthington,US,1624782637,80,1,40.0931,-83.018,74.95,9.22
445,Ahualulco del Sonido Trece,MX,1624782638,81,100,22.4,-101.1667,60.62,2.48
446,Sur,OM,1624782638,34,0,22.5667,59.5289,99.88,6.08
447,Zeya,RU,1624782639,77,63,53.75,127.2667,75.07,2.68
448,Cabo,BR,1624782639,89,100,-8.2833,-35.0333,69.73,7.36
449,Khanbari,NP,1624782640,75,83,27.3747,87.2039,82.53,4.14
450,Taungdwingyi,MM,1624782640,64,87,20.0167,95.55,86.07,11.12
451,Vila,PT,1624782226,90,100,42.0304,-8.1588,51.69,3.42
452,Alexandria,EG,1624782568,69,0,31.2156,29.9553,82.78,9.6
453,Warri,NG,1624782641,90,100,5.5167,5.75,74.39,7.18
454,Yahotyn,UA,1624782642,77,87,50.2798,31.7625,80.51,11.32
455,San,ML,1624782321,54,8,13.3034,-4.8956,84.4,11.92
456,Igarka,RU,1624782642,92,100,67.4667,86.5833,46.83,7.07
457,Kovdor,RU,1624782643,71,100,67.5662,30.4758,54.03,7.23
458,Yenagoa,NG,1624782643,88,100,4.9247,6.2642,76.33,7.18
459,Yangi Marg`ilon,UZ,1624782643,14,0,40.4272,71.7189,92.62,6.91
460,Mabaruma,GY,1624782644,99,81,8.2,-59.7833,71.26,2.68
461,Cayenne,GF,1624782604,91,20,4.9333,-52.3333,76.08,2.3
462,Lovozero,RU,1624782645,62,100,68.005,35.0117,56.5,3.67
463,Olafsvik,IS,1624782645,93,83,64.8945,-23.7142,49.1,8.52
464,Berlevåg,NO,1624782646,85,90,70.8578,29.0864,48.54,7.78
465,Karabash,RU,1624782646,45,60,55.4808,60.2157,80.02,7.05
466,Ous,RU,1624782647,38,15,60.9058,61.5186,77.05,7.49
467,Mirny,RU,1624782647,62,100,62.5353,113.9611,69.46,7.23
468,Mendi,PG,1624782648,99,88,-6.1761,143.6513,56.21,0.27
469,Kota,IN,1624782648,19,14,25.1833,75.8333,107.53,9.8
470,Tegul'det,RU,1624782648,76,89,57.3064,88.1667,62.1,8.25
471,Changde,CN,1624782649,72,100,29.0464,111.6783,87.93,3.98
472,Cape,CL,1624782649,84,4,-36.413,-71.9028,33.22,4.16
473,Vitim,RU,1624782290,44,100,59.4511,112.5578,77.77,5.32
474,San,ML,1624782650,49,10,13.3034,-4.8956,87.42,11.21
475,Amga,RU,1624782287,31,77,60.8953,131.9608,82.27,6.08
476,Khani,GE,1624782224,61,50,41.9563,42.9566,71.17,5.59
477,Batetskiy,RU,1624782651,50,62,58.6461,30.3027,79.84,2.39
478,Soubre,CI,1624782651,85,55,5.7856,-6.6083,77.38,1.88
479,Fairbanks,US,1624782004,58,1,64.8378,-147.7164,66.54,5.75
480,Vadinsk,RU,1624782652,58,99,53.6916,43.0574,83.57,4.52
481,Nuuk,GL,1624782274,93,90,64.1835,-51.7216,45.21,26.46
482,Moranbah,AU,1624782653,69,96,-22.0016,148.0466,57.42,8.5
483,Esim,GH,1624782322,85,98,4.8699,-2.2405,77.25,3.27
484,Kharp,RU,1624782653,87,100,66.8014,65.8081,50.23,3.13
485,Kottayam,IN,1624782654,66,100,9.5833,76.5167,87.82,5.82
486,Deputatsky,RU,1624782654,48,44,69.3,139.9,70.92,8.68
487,Cabo,BR,1624782215,89,100,-8.2833,-35.0333,69.73,7.56
488,Qasigiannguit,GL,1624782655,68,73,68.8193,-51.1922,48.45,5.66
489,Port,CD,1624782395,42,2,-7.0349,29.7638,78.84,5.5
490,Palu,ID,1624782655,90,77,-0.8917,119.8707,80.89,2.48
491,Leshukonskoye,RU,1624782351,50,7,64.8989,45.7622,66.18,4.9
492,San,ML,1624782321,54,8,13.3034,-4.8956,84.4,11.92
493,North,FR,1624782656,85,100,50.3333,3.6667,67.66,6.42
494,Benicarló,ES,1624782657,70,27,40.4165,0.4271,83.89,5.23
495,Hengyang,CN,1624782657,66,100,26.8881,112.615,91.67,5.59
496,Keti,AM,1624782658,19,20,40.8737,43.8448,83.52,18.41
497,Zaysan,KZ,1624782327,42,47,47.4667,84.8667,67.51,8.97
498,Magadan,RU,1624782658,80,85,59.5667,150.8,57.27,2.17
499,Ladispoli,IT,1624782658,40,0,41.9537,12.0735,88.57,8.66
500,Ashland,US,1624782612,77,86,40.8167,-82.2665,74.3,12.97
501,Portland,US,1624782331,66,1,45.5234,-122.6762,83.1,1.01
502,Sibolga,ID,1624782659,73,83,1.7427,98.7792,83.75,5.3
503,El Puerto de Santa María,ES,1624782525,77,75,36.5939,-6.233,73.51,8.05
504,Maniitsoq,GL,1624782660,98,100,65.4167,-52.9,40.64,18.05
505,Kumul,CN,1624782660,14,4,42.8,93.45,94.1,13.09
506,Hidalgotitlán,MX,1624782661,93,100,17.7833,-94.6333,75.0,3.42
507,Port,CD,1624782395,42,2,-7.0349,29.7638,78.84,5.5
508,Kuopio,FI,1624782638,68,0,62.8924,27.677,73.35,5.75
509,Kawalu,ID,1624782249,77,81,-7.3817,108.2082,81.41,4.74
510,Charters,US,1624782662,88,58,38.5736,-83.4333,73.38,8.7
511,Batagay,RU,1624782662,29,74,67.6333,134.6333,84.09,5.61
512,Oriximiná,BR,1624782389,85,5,-1.7656,-55.8661,72.37,2.86
513,Condoto,CO,1624782663,98,89,5.0935,-76.6497,72.07,0.81
514,Son,NL,1624782663,67,90,51.5114,5.4928,76.21,5.75
515,Yerbogachën,RU,1624782664,35,58,61.2767,108.0108,73.24,8.7
516,Nizhnevartovsk,RU,1624782664,37,0,60.9344,76.5531,68.02,6.71
517,Bollnäs,SE,1624782665,74,99,61.3482,16.3946,64.38,5.5
518,San,ML,1624782362,54,8,13.3034,-4.8956,84.4,11.92
519,Borovichi,RU,1624782666,56,38,58.3878,33.9155,81.21,1.9
520,Santa,PH,1624782666,72,23,17.486,120.4348,85.6,5.97
521,Formoso,BR,1624782666,71,3,-14.9467,-46.2319,53.31,3.29
522,Kupang,ID,1624782218,58,20,-10.1667,123.5833,86.58,17.27
523,Järva-Jaani,EE,1624782667,54,100,59.0386,25.8864,72.48,7.2
524,San,ML,1624782668,49,10,13.3034,-4.8956,87.42,11.21
525,Riachão,BR,1624782668,56,1,-7.3619,-46.6172,68.14,4.47
526,Ouésso,CG,1624782669,49,17,1.6136,16.0517,88.07,3.71
527,San,ML,1624782650,49,10,13.3034,-4.8956,87.42,11.21
528,Poltavka,RU,1624782669,39,63,54.3663,71.7632,78.17,8.7
529,Camaçari,BR,1624782670,76,80,-12.6975,-38.3242,76.77,6.96
530,Padang,ID,1624782670,79,67,-0.9492,100.3543,86.05,3.71
531,Noumea,NC,1624782262,99,100,-22.2763,166.4572,73.99,7.34
532,Sechura,PE,1624782351,80,36,-5.5569,-80.8222,65.55,8.93
533,Timmins,CA,1624782528,94,90,48.4669,-81.3331,64.22,0.0
534,Artesia,US,1624782642,84,1,33.8658,-118.0831,79.48,1.01
535,Porto,PT,1624782578,86,75,41.1496,-8.611,62.2,1.01
536,Kysyl-Syr,RU,1624782671,35,61,63.8986,122.7617,83.52,6.29
537,Hervey,US,1624782672,71,0,33.4982,-93.7771,76.62,7.72
538,Tilichiki,RU,1624782672,81,70,60.4667,166.1,47.59,6.98
539,Barcelona,ES,1624782673,63,20,41.3888,2.159,82.8,3.0
540,Lagunas,PE,1624782673,96,73,-5.2269,-75.6753,70.25,2.19
541,Yantal',RU,1624782674,39,100,56.8471,105.2542,70.12,3.06
542,Poronaysk,RU,1624782674,97,100,49.2167,143.1167,46.0,4.94
543,Flinders,AU,1624782675,69,9,-34.5833,150.8552,57.79,1.01
544,Pangnirtung,CA,1624782675,95,98,66.1451,-65.7125,34.18,0.92
545,Bowen,AU,1624782675,79,97,-20.0167,148.2333,66.42,10.65
546,Ulaanbaatar,MN,1624782676,29,40,47.9077,106.8832,80.73,8.95
547,Westport,US,1624782676,94,1,41.1415,-73.3579,74.95,1.01
548,Burnie,AU,1624782327,77,5,-41.0667,145.9167,47.91,9.01
549,Lithakia,GR,1624782677,37,0,37.7167,20.8333,88.88,5.75
550,Gonaïves,HT,1624782678,83,9,19.45,-72.6833,75.45,3.38
551,Muros,ES,1624782335,70,26,42.7762,-9.0603,62.1,4.97
552,Skibbereen,IE,1624782362,77,26,51.55,-9.2667,58.8,10.85
553,Evensk,RU,1624782680,79,14,61.95,159.2333,54.77,1.1
554,Phang Nga,TH,1624782680,62,67,8.4509,98.5298,89.71,6.78
555,Grand,US,1624782681,39,0,38.8755,-109.5012,72.59,11.32
556,Gwanda,ZW,1624782681,19,1,-20.9333,29.0,76.91,4.65
557,Traverse,IT,1624782682,58,40,44.9428,7.118,72.01,5.48
558,Shushenskoye,RU,1624782682,50,5,53.325,91.9356,69.48,4.47
559,Zhangaözen,KZ,1624782682,12,9,43.3,52.8,102.74,7.18
560,Kungurtug,RU,1624782126,34,97,50.5994,97.5228,71.76,6.98
561,Tianpeng,CN,1624782683,60,88,30.9866,103.9393,85.64,1.97
562,Kjøpsvik,NO,1624782684,79,100,68.097,16.3742,54.18,5.46
563,San,ML,1624782566,54,8,13.3034,-4.8956,84.4,11.92
564,Codrington,AU,1624782376,75,12,-38.2667,141.9667,49.86,5.14
565,Yangliuqing,CN,1624782684,40,24,39.1375,116.9997,87.75,9.4
566,Egvekinot,RU,1624782685,73,95,66.3167,-179.1667,43.63,5.12
567,Riyadh,SA,1624782478,6,0,24.6877,46.7219,109.54,11.5
